epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_f1,epoch_seconds
1,6.029996282958984,0.0088,5.75862557220459,0.0152,0.003996422275252577,83.19416904449463
2,5.58170537185669,0.02295,5.472182113647461,0.0222,0.008033797093043549,90.10281753540039
3,5.28883938369751,0.0351,5.2773412994384765,0.0382,0.02099000238625862,69.62811589241028
4,5.047345597839356,0.05185,5.146929199981689,0.0464,0.025796801882574716,86.951012134552
5,4.773891270446778,0.071,4.877578578948975,0.0728,0.044602031277939415,80.77450895309448
6,4.554913879394531,0.09255,4.8075540802001955,0.0744,0.057338138700512645,80.9639847278595
7,4.32225231552124,0.11995,4.5537908721923825,0.0976,0.0748258986882377,55.96349740028381
8,4.122144162750244,0.14055,4.4393215850830074,0.1038,0.08394991510022728,66.47724413871765
9,3.9208485904693604,0.1691,4.422798738098145,0.114,0.09064337850765622,93.70351314544678
10,3.7369155990600587,0.1978,4.057566465759277,0.162,0.13511818105048315,88.78238797187805
11,3.564491159057617,0.2208,4.053854190063476,0.1642,0.1430565097789649,89.79246044158936
12,3.4103509799957274,0.2431,4.1994506454467775,0.1512,0.1282137037149566,91.63431143760681
13,3.246921300125122,0.2722,3.9068966510772705,0.1866,0.1669545712256255,93.77778816223145
14,3.098505978393555,0.29715,3.950438887023926,0.17,0.15241474230136992,89.64705300331116
15,2.951680212402344,0.32745,3.92195491027832,0.192,0.17356094128902333,89.80589199066162
16,2.823664701080322,0.34935,3.794108561706543,0.2134,0.19445698863535033,89.95391011238098
17,2.6903760623931885,0.37625,3.692908514404297,0.2224,0.20037036565962688,89.05555081367493
18,2.5555698669433595,0.4057,3.5373767799377442,0.2438,0.22507534277676036,88.64472913742065
19,2.4487971290588377,0.42435,3.6000205795288087,0.2292,0.21555282070533888,89.63498258590698
20,2.3333751213073732,0.45805,3.488840724182129,0.2524,0.23609709648199215,88.38241577148438
21,2.2145251556396484,0.48225,3.3525788009643556,0.2752,0.26074961455740103,88.7722749710083
22,2.1243651496887206,0.5066,3.3074377685546876,0.2842,0.2700690484879575,87.68035316467285
23,2.013783685684204,0.5365,3.207848471069336,0.2992,0.287623164243488,88.07784485816956
24,1.930836390686035,0.5512,3.1682543727874757,0.304,0.2943348085281464,87.42073941230774
25,1.8614979335784911,0.57305,3.146897599029541,0.307,0.29742066983542353,88.71728682518005
26,1.7985922145843505,0.59095,3.1438127883911133,0.3046,0.29297882951676707,90.88503050804138
27,1.7405610511779785,0.61045,3.095042791748047,0.3164,0.3038840523015028,91.73689031600952
28,1.7010765270233155,0.62165,3.077817868041992,0.3196,0.30821125671278565,91.73741269111633
29,1.6698804832458496,0.6319,3.068009811782837,0.3192,0.30717500795270325,90.87891149520874
30,1.6582218641281128,0.63475,3.0650225929260255,0.3194,0.30855371916568636,91.13864994049072
